"","outcome_id","learning_outcome","human_category","model_category","exact_match","Technique","model"
"3540",89,"Implement strategies to empower consumers and carers, service providers and community leaders, to determine and set priorities for change, facilitate decision making and advocate service options through the sharing of resources in a mutual educational process.","apply","apply","True","Zero-shot","GPT-5"
"3541",90,"Be able to critically reflect on their and others performance during the production process","analyze","evaluate","False","Zero-shot","GPT-5"
"3542",91,"compare and contrast perspectives within theoretical debates about the classification of certain actions as crime;","evaluate","analyze","False","Zero-shot","GPT-5"
"3543",92,"Reflect effectively on the making process and the value of trial and error","analyze","evaluate","False","Zero-shot","GPT-5"
"3544",93,"Generate and present respectful scholarship that is informed by Indigenous and non-Indigenous perspectives on racialised inequality within the criminal justice system.","create","create","True","Zero-shot","GPT-5"
"3545",94,"Research a story, conduct interviews and gather appropriate actuality material in the sound medium to produce an audio broadcast;","create","create","True","Zero-shot","GPT-5"
"3546",95,"Examine whether and how curriculum alignment meets stated aims of greater equity around learners' educational outcomes","analyze","evaluate","False","Zero-shot","GPT-5"
"3547",96,"Identify appropriate competencies for the practice domains that intersect with mental health, including legal and statutory responsibilities.","remember","understand","False","Zero-shot","GPT-5"
"3548",97,"identify the goals of behaviour analysis as a science (i.e., description, prediction, control)","remember","remember","True","Zero-shot","GPT-5"
"3549",98,"Describe different quantitative and quantitative research methods and methodologies, and critique research strategies relevant to occupational therapy practice.","evaluate","evaluate","True","Zero-shot","GPT-5"
"3550",99,"Formulate and communicate strategies to provide safe and nutritious food in food service settings.","create","create","True","Zero-shot","GPT-5"
"3551",100,"Knowledge of key concepts and perspectives used in sociological analysis;","remember","remember","True","Zero-shot","GPT-5"
"3552",101,"Identify the policy and related funding issues surrounding care and treatment of the client with stable or progressive neurological disease;","remember","remember","True","Zero-shot","GPT-5"
"3553",102,"Discuss the limitations of techniques available to manipulate reproduction in animals","understand","evaluate","False","Zero-shot","GPT-5"
"3554",103,"Manage workloads to meet deadlines;","apply","apply","True","Zero-shot","GPT-5"
"3555",104,"Summarise research findings concisely, clearly and sequentially;","create","understand","False","Zero-shot","GPT-5"
"3556",105,"Identify promising new research areas in the context of theoretical debates in their discipline;","remember","evaluate","False","Zero-shot","GPT-5"
"3557",106,"Critically evaluate controversial nutrition issues in local and international settings.","evaluate","evaluate","True","Zero-shot","GPT-5"
"3558",107,"Evaluate the evidence-base for management strategies or interventions with children, adolescents and their families presenting with mental health difficulties.","evaluate","evaluate","True","Zero-shot","GPT-5"
"3559",108,"Recognise and reflect of how Australian lawyers might adapt when dealing with Asian legal institutions and legal professionals","remember","understand","False","Zero-shot","GPT-5"
"3560",109,"Demonstrate an awareness of the reach and importance of numerical methods in science, engineering, finance and technology.","apply","understand","False","Zero-shot","GPT-5"
"3561",110,"demonstrate reflective skills regarding the use of cognitive tests in professional practice.","apply","evaluate","False","Zero-shot","GPT-5"
"3562",111,"Synthesise the complex interacting factors that contribute to notions of culture and cultural relationships, health and illness and multicultural diversity to professional practice and citizenship.","create","create","True","Zero-shot","GPT-5"
"3563",112,"Conduct research in corporate insolvency law based on knowledge of appropriate research principle and methods","apply","apply","True","Zero-shot","GPT-5"
"3564",113,"Evaluate the key factors in shaping the evolution of cinema as a technology, as a business and as an art;","evaluate","evaluate","True","Zero-shot","GPT-5"
"3565",114,"understand the roles and functions of different marketing stakeholders","understand","understand","True","Zero-shot","GPT-5"
"3566",115,"Convey to a non-specialist audience the relevance and value of genetics to human society;","create","understand","False","Zero-shot","GPT-5"
"3567",116,"demonstrate your capacity to incorporate Aboriginal and Torres Strait Islander/First People's histories, cultures and languages into sport and games delivery.","apply","apply","True","Zero-shot","GPT-5"
"3568",117,"Prepare a cohesive human ethics application covering a project focussed on research using human materials or for human clinical applications;","create","create","True","Zero-shot","GPT-5"
"3569",118,"To understand signals as fractal and non fractal and how they can be faithfully recorded, analysed and modified by systems","analyze","understand","False","Zero-shot","GPT-5"
"3570",119,"Demonstrate skills and knowledge in the presentation of evidence in court.","apply","apply","True","Zero-shot","GPT-5"
"3571",120,"Differentiate between mobile data and traditional stationery databases;","analyze","analyze","True","Zero-shot","GPT-5"
"3572",121,"Describe and explain basic risk and emergency management principles.","understand","understand","True","Zero-shot","GPT-5"
"3573",122,"Apply research and critical thinking skills.","apply","apply","True","Zero-shot","GPT-5"
"3574",123,"Analyse the processes of perception and observational drawing to represent spaces, objects, forms and structures, in relation to ideas, narratives and research;","analyze","analyze","True","Zero-shot","GPT-5"
"3575",124,"Demonstrate a basic understanding of techniques applicable to the visual analysis of interior architecture;","understand","understand","True","Zero-shot","GPT-5"
"3576",125,"Analyse fairy tales through cultural, ideological and historical frameworks.","analyze","analyze","True","Zero-shot","GPT-5"
"3577",126,"Evaluate a patient's pain or dermatitis condition and create a complete, patient-specific care plan which applies established clinical guidelines and a comprehensive clinical review of potential drug-related problems.","evaluate","create","False","Zero-shot","GPT-5"
